市（州）,县（市、区）,机构名称,机构地址,联系电话,更新时间,,
绵阳市,三台县,三台县进都乡卫生院,三台县进都乡场镇,0816-5431883,15082155100,49:17.0,
绵阳市,三台县,三台县曙光乡卫生院,三台县曙光乡场镇,0816-5235120,18881107801,49:17.0,
绵阳市,三台县,三台县断石乡卫生院,三台县断石乡场镇,0816-5270976,15882779355,49:17.0,
绵阳市,三台县,三台县宝泉乡卫生院,三台县宝泉乡场镇,0816-5160407,13890170325,49:17.0,
绵阳市,三台县,三台县协和乡卫生院,三台县协和乡场镇,0816-5810114,13778004476,49:17.0,
绵阳市,三台县,三台县双乐乡卫生院,三台县双乐乡场镇,0816-5800033,18784006159,49:17.0,
绵阳市,三台县,三台县广利乡卫生院,三台县广利乡场镇,0816-5813102,15892679272,49:17.0,
绵阳市,三台县,三台县下新乡卫生院,三台县下新乡场镇,0816-5412315,18989290095,49:17.0,
绵阳市,三台县,三台县高堰乡卫生院,三台县高堰乡福泉路99号,0816-5723074,13881134254,49:17.0,
绵阳市,三台县,三台县潼川镇社区卫生服务中心,三台县新西街20号,13699638723,15984627832,49:17.0,
绵阳市,三台县,三台太和医院,三台县方垭场镇,0816-5822120,13320904068,49:17.0,
绵阳市,三台县,三台景福阳光医院,三台县景福镇场镇,0816-5768120,15892668013,49:17.0,
绵阳市,三台县,三台芦桥医院,三台县芦桥场镇,0816-5794130,18781682726,49:17.0,
绵阳市,三台县,三台民谊医院,三台县富顺场镇正街37号,15182364885,49:17.0,,
绵阳市,三台县,三台绍军骨康医院,三台县富顺镇青龙街28号,18281613999,1528161399,49:17.0,
绵阳市,三台县,三台长乐医院,三台县中太镇长乐场镇,0816-5994115,15984404877,49:17.0,
绵阳市,三台县,三台刘氏正骨医院,三台县北坝镇梓州干道24号,15881623775,18681615057,49:17.0,
绵阳市,三台县,三台同德医院,三台县同德场镇,0816-5786120,15882793782,49:17.0,
绵阳市,三台县,三台仁康医院,三台县东塔镇东泉村11组,13330900298,49:17.0,,
绵阳市,三台县,三台达康医院,三台县八洞镇群益场镇,0816-5493120,49:17.0,,
绵阳市,三台县,三台四平医院,三台县芦溪镇四平场镇,0816-5660280,15181656999,49:17.0,
绵阳市,三台县,三台康民医院,三台县花园镇光明场镇,0816-5963120,13508105581,49:17.0,
绵阳市,三台县,三台拦河医院,三台县拦河场镇,0816-5693120,18281608784,49:17.0,
绵阳市,三台县,三台民生医院,三台县芦溪镇芦溪干道,0816-5663120,18381665575,49:17.0,
绵阳市,三台县,三台民生医院塔山分院,三台县塔山镇东升街2号,0816-5263120,13881120248,49:17.0,
绵阳市,三台县,三台博爱医院,三台县潼川镇西顺城街7-11号,15881660069,49:17.0,,
绵阳市,三台县,三台华康医院,三台县潼川镇新西外街160号,13648118799,49:17.0,,
绵阳市,三台县,三台鸿福医院,三台县潼川镇南河路231号,0816-5282120,13990161459,49:17.0,
绵阳市,三台县,三台惠民中西医结合医院,三台县曙光乡场镇老君街16号,18113413128,49:17.0,,
绵阳市,梓潼县,梓潼县人民医院,梓潼县文昌镇金牛路中段200号,13668334333,49:17.0,,
绵阳市,梓潼县,梓潼县中医院,梓潼县文昌镇顺河路262号,15281631520,49:17.0,,
绵阳市,梓潼县,梓潼县妇幼保健计划生育服务中心,梓潼县文昌镇顺河路232号,13398360538,49:17.0,,
绵阳市,梓潼县,梓潼县文昌镇中心卫生院,梓潼县文昌镇五丁路北段519号,15228389818,49:17.0,,
绵阳市,梓潼县,梓潼县宏仁乡卫生院,梓潼县宏仁乡场镇56号,13541745608,49:17.0,,
绵阳市,梓潼县,梓潼县长卿镇卫生院,梓潼县文昌路南段662号,13548434464,49:17.0,,
绵阳市,梓潼县,梓潼县三泉乡卫生院,梓潼县三泉乡三合路181号,13547149034,49:17.0,,
绵阳市,梓潼县,梓潼县东石乡卫生院,梓潼县东石乡场镇玉皇街39号,13608127351,49:17.0,,
绵阳市,梓潼县,梓潼县卧龙镇卫生院,梓潼县卧龙镇饮池街157号,15082163715,49:17.0,,
绵阳市,梓潼县,梓潼县许州镇中心卫生院,梓潼县许州镇梓江路96号,13158891633,49:17.0,,
绵阳市,梓潼县,梓潼县双板镇卫生院,梓潼县双板场镇双福街410号,15308340166,49:17.0,,
绵阳市,梓潼县,梓潼县仙峰镇卫生院,梓潼县仙峰乡场镇甘滋路2号,13980128191,49:17.0,,
绵阳市,梓潼县,梓潼县小垭乡卫生院,梓潼县小垭乡龙凤街198号,13608127306,49:17.0,,
绵阳市,梓潼县,梓潼县豢龙乡卫生院,梓潼县豢龙乡场镇梓中路181号,13890119931,49:17.0,,
绵阳市,梓潼县,梓潼县演武镇卫生院,梓潼县演武乡场镇北街1号,13990110038,49:17.0,,
绵阳市,梓潼县,梓潼县黎雅镇中心卫生院,梓潼县黎雅镇富民路64号,13678233326,49:17.0,,
绵阳市,梓潼县,梓潼县金龙镇卫生院,梓潼县金龙场镇金龙街258号,13778059058,49:17.0,,
绵阳市,梓潼县,梓潼县白云镇卫生院,梓潼县白云镇向阳街21号,13689681699,49:17.0,,
绵阳市,梓潼县,梓潼县石台乡卫生院,梓潼县石台乡场镇石乡路189号,13778101499,49:17.0,,
绵阳市,梓潼县,梓潼县仙鹅乡卫生院,梓潼县仙鹅乡场镇藏鵝街163号,13778042466,49:17.0,,
绵阳市,梓潼县,梓潼县观义镇中心卫生院,梓潼县观义场镇红旗街65号,15882836248,49:17.0,,
绵阳市,梓潼县,梓潼县石牛镇卫生院,梓潼县石牛镇金牛路77-88号,13980131616,49:17.0,,
绵阳市,梓潼县,梓潼县玛瑙镇卫生院,梓潼县玛瑙镇临江镇南段10号,15881685888,49:17.0,,
绵阳市,梓潼县,梓潼县双峰乡卫生院,梓潼县双峰乡双峰街中段106号,13990103683,49:17.0,,
绵阳市,梓潼县,梓潼县交泰乡卫生院,梓潼县交泰乡梓交路63号,13558990399,49:17.0,,
绵阳市,梓潼县,梓潼县仁和镇中心卫生院,梓潼县仁和场镇梓盐街165号,13981108158,49:17.0,,
绵阳市,梓潼县,梓潼县宝石乡卫生院,梓潼县宝石乡宝兴街444号,15983600122,49:17.0,,
绵阳市,梓潼县,梓潼县定远乡卫生院,梓潼县定远乡中心街358号,13550811978,49:17.0,,
绵阳市,梓潼县,梓潼县文兴镇卫生院,梓潼县文兴镇文兴街中段111号,13541764266,49:17.0,,
绵阳市,梓潼县,梓潼县大新镇卫生院,梓潼县大新乡新恒街115号,18990139120,49:17.0,,
绵阳市,梓潼县,梓潼县自强镇中心卫生院,梓潼县自强镇中兴街103号,18048178100,49:17.0,,
绵阳市,梓潼县,梓潼县马迎乡卫生院,梓潼县马迎乡三金路9号,13088111466,49:17.0,,
绵阳市,梓潼县,梓潼县二洞乡卫生院,梓潼县二洞乡广福路南段11号,15808161753,49:17.0,,
绵阳市,梓潼县,梓潼县马鸣镇卫生院,梓潼县马鸣镇平安街64号,15882882650,49:17.0,,
绵阳市,梓潼县,梓潼县建兴乡卫生院,梓潼县建兴乡观音街90号,15882785999,49:17.0,,
绵阳市,梓潼县,梓潼太康医院,梓潼县经济开发区文昌路南段650号,13980137999,49:17.0,,
绵阳市,梓潼县,潼城医院,梓潼县文昌镇文丰街148号,15386663888,49:17.0,,
绵阳市,梓潼县,梓潼崇文医院,梓潼县文昌镇翠云街东段2.4.6.8.10.12.14.16号,18981124576,49:17.0,,
绵阳市,梓潼县,梓潼爱平医院,梓潼县文昌镇迎宾路中段,18200409262,49:17.0,,
绵阳市,梓潼县,梓潼县文昌镇中心卫生院文丰分院,梓潼县文昌青龙村一组72号,15984411869,49:17.0,,
绵阳市,梓潼县,梓潼治满医院,梓潼县文昌镇五丁路北段333号,13881197622,49:17.0,,
绵阳市,梓潼县,梓潼工人医院,梓潼县文昌镇中和街西段155号,13990123688,49:17.0,,
绵阳市,盐亭县,盐亭县人民医院,云溪镇弥江路208号,13881152192,49:17.0,,
绵阳市,盐亭县,盐亭县中医医院,盐亭县云溪镇文同路上段196号,13708127017,49:17.0,,
绵阳市,盐亭县,盐县肿瘤医院,云溪镇红石路31号,13628083010,49:17.0,,
绵阳市,盐亭县,盐亭县妇幼保健计划生育服务中心,云溪镇嫘祖大道上段109号,13990183668,49:17.0,,
绵阳市,盐亭县,盐亭县凤灵社区卫生和计划生育服务中心,云溪镇凤池街27号,13508127027,49:17.0,,
绵阳市,盐亭县,盐亭县麻秧街道办事处卫生院,麻秧乡场镇121号,13658127338,49:17.0,,
绵阳市,盐亭县,盐亭县云溪镇中心卫生院,凤池街62号,13981171957,49:17.0,,
绵阳市,盐亭县,盐亭县大兴回族乡卫生院,大兴乡场镇,13890159082,49:17.0,,
绵阳市,盐亭县,盐亭县林山乡卫生院,林山乡场镇,13778080801,49:17.0,,
绵阳市,盐亭县,盐亭县富驿镇中心卫生院,富驿路上段162号,13881112219,49:17.0,,
绵阳市,盐亭县,盐亭县金安乡卫生院,金安团卫街38号,13990110746,49:17.0,,
绵阳市,盐亭县,盐亭县永泰乡卫生院,永泰文同路45号,13548436432,49:17.0,,
绵阳市,盐亭县,盐亭县八角镇中心卫生院,八角镇文卫生街67号,13881138219,49:17.0,,
绵阳市,盐亭县,盐亭县林农镇卫生院,林农文化街,13881126675,49:17.0,,
绵阳市,盐亭县,盐亭县五龙乡卫生院,五龙文卫街,13881152856,49:17.0,,
绵阳市,盐亭县,盐亭县榉溪乡卫生院,榉溪场镇,13778021090,49:17.0,,
绵阳市,盐亭县,盐亭县金孔镇中心卫生院,金孔镇上街4号,13458029666,49:17.0,,
绵阳市,盐亭县,盐亭县金鸡镇卫生院,金鸡文卫街109号,13608127667,49:17.0,,
绵阳市,盐亭县,盐亭县洗泽乡卫生院,洗泽乡场镇老街23号,15882809333,49:17.0,,
绵阳市,盐亭县,盐亭县折弓乡卫生院,折弓乡场镇西街52号,13881104796,49:17.0,,
绵阳市,盐亭县,盐亭县宗海乡卫生院,宗海乡场镇48号,13881104686,49:17.0,,
绵阳市,盐亭县,盐亭县玉龙镇中心卫生院,玉龙镇瑞升街72号,13608124849,49:17.0,,
绵阳市,盐亭县,盐亭县高灯镇卫生院,高灯镇人民路10号,13778078169,49:17.0,,
绵阳市,盐亭县,盐亭县龙泉乡卫生院,龙泉乡文卫街82号,13890161592,49:17.0,,
绵阳市,盐亭县,盐亭县黄溪乡卫生院,黄溪乡场镇,13508127501,49:17.0,,
绵阳市,盐亭县,盐亭县黄甸镇中心卫生院,黄甸联通街133号,13980137226,49:17.0,,
绵阳市,盐亭县,盐亭县三元乡卫生院,三元建设街28号,15882808008,49:17.0,,
绵阳市,盐亭县,盐亭县两河镇中心卫生院,两河镇魏河街19号,13458321383,49:17.0,,
绵阳市,盐亭县,盐亭县巨龙镇卫生院,聚兴下街21号,13778053086,49:17.0,,
绵阳市,盐亭县,盐亭县毛公乡卫生院,巨龙政府街1号,13689690736,49:17.0,,
绵阳市,盐亭县,盐亭县柏梓镇中心卫生院,柏梓镇渝龙街366号,13981113158,49:17.0,,
绵阳市,盐亭县,盐亭县安家镇卫生院,安家镇安乐村1号,13778080898,49:17.0,,
绵阳市,盐亭县,盐亭县茶亭乡卫生院,茶亭乡场镇,13881129246,49:17.0,,
绵阳市,盐亭县,盐亭县剑河乡卫生院,剑河乡场镇,13990146368,49:17.0,,
绵阳市,盐亭县,盐亭县来龙乡卫生院,来龙乡场镇来龙街5号,15082172253,49:17.0,,
绵阳市,盐亭县,盐亭县黑坪镇中心卫生院,黑坪镇地利街2号,13990127056,49:17.0,,
绵阳市,盐亭县,盐亭县石牛庙乡卫生院,石牛庙乡场镇南街7号,13881126409,49:17.0,,
绵阳市,盐亭县,盐亭县冯河乡卫生院,冯河乡场镇新兴街3号,13990157848,49:17.0,,
绵阳市,盐亭县,盐亭县双碑乡卫生院,双碑乡场镇44号,13980135288,49:17.0,,
绵阳市,盐亭县,盐亭经开区医院,盐亭县经开区临江大道与嫘祖大道交汇处,13890126123,49:17.0,,
绵阳市,盐亭县,盐亭民兴医院,盐亭县云溪镇先锋村8社,13700966868,49:17.0,,
绵阳市,盐亭县,盐亭仁康医院,云溪镇先锋村社区4组,18990176589,49:17.0,,
绵阳市,盐亭县,盐亭同德医院,盐亭县云溪镇万安村,13778070051,49:17.0,,
绵阳市,盐亭县,盐亭康复医院,盐亭县云溪镇弥江路,13908117125,49:17.0,,
绵阳市,盐亭县,盐亭共和医院,盐亭县共和办事处,15908229176,49:17.0,,
绵阳市,北川县,妇幼保健计划生育服务中心,永昌镇湔江路11号,13658127507,49:17.0,,
绵阳市,北川县,北川羌族自治县中羌医医院,北川羌族自治县永昌镇西羌南街29号,13881194286,49:17.0,,
绵阳市,北川县,北川羌族自治县人民医院,四川省北川羌族自治县永昌镇新川路 4-6号,18182206560,49:17.0,,
绵阳市,北川县,北川羌族自治县第三人民医院,北川羌族自治县安昌镇东风路北段 24号,15386627379,49:17.0,,
绵阳市,北川县,北川羌族自治县永安镇中心卫生院,北川羌族自治县永安镇仁和街118号,13668332521,49:17.0,,
绵阳市,北川县,北川羌族自治县禹里镇中心卫生院,北川羌族自治县禹里镇街道,13541766428,49:17.0,,
绵阳市,平武县,平武县人民医院,平武县龙安镇龙安路184号,0816-8825712,18990186557,49:17.0,
绵阳市,平武县,平武县中医医院,平武县龙安镇飞龙路中段,0816-8825120,13990111211,49:17.0,
绵阳市,平武县,平武县水晶中心卫生院,平武县水晶镇政府街1号,0816-8878001,13890456360,49:17.0,
绵阳市,平武县,平武县江油关中心卫生院（原：平武县南坝中心卫生院）,平武县江油关镇场镇,0816-8839919,18202877283,49:17.0,
绵阳市,平武县,平武县豆叩中心卫生院,平武县豆叩镇建设路25号,0816-8849120,13990144386,49:17.0,
绵阳市,平武县,平武县平通羌族乡卫生院（原：平武县平通镇卫生院）,平武县平通镇永通路,0816-8859120,15892672081,49:17.0,
绵阳市,经开区,塘汛镇卫生院,塘汛镇群丰街6号,15984672856,49:17.0,,
绵阳市,经开区,松垭人民医院,游仙区皂角树街5号,15281679828,49:17.0,,
绵阳市,经开区,城南社区卫生服务中心,涪城区六一堂路592号,13981172852,49:17.0,,
绵阳市,经开区,绵阳万江眼科医院/南塔卫生服务中心,绵阳市经开区红塔街16号,0816-2575607 0816-2575607,非24小时接诊,49:17.0,
绵阳市,仙海区,绵阳市仙海人民医院（游仙区沉抗镇卫生院）,绵阳市仙海区海涛街5号,0816-2760179,18380538165,49:17.0,
绵阳市,高新区,绵阳高新区社区卫生服务中心,普明北路西段155号,18048907120,13890107393,49:17.0,
绵阳市,高新区,绵阳高新区永兴镇中心卫生院,永兴镇永发路305号,18161011657,18981154839,49:17.0,
绵阳市,高新区,绵阳高新区河边镇卫生院,河边镇场镇,0816-2587071,13890198330,49:17.0,
绵阳市,高新区,绵阳高新区磨家镇卫生院,磨家镇聚龙街17号,0816-2584434,13550834814,49:17.0,
绵阳市,高新区,绵阳市第三人民医院高新分院,永兴镇永昌路5号,0816-2609952,18030998779,49:17.0,
广元市,利州区,广元市中心医院,广元市利州区井巷子16号,13981271977,49:17.0,,
广元市,利州区,广元市第一人民医院,广元市利州区苴国路490号,13981258886,49:17.0,,
广元市,利州区,广元市中医医院,广元市利州区建设路133号,15328599122,49:17.0,,
广元市,利州区,广元市第二人民医院,广元市利州东路一段108号,13881288338,49:17.0,,
广元市,利州区,广元市第三人民医院,广元市利州西路三段50号,13881220056,49:17.0,,
广元市,利州区,广元市精神卫生中心,广元市经济技术开发区下西利州西路二段 92号,15928222513,49:17.0,,
广元市,利州区,广元市妇幼保健院,广元市利州区东坝滨河北路二段51号,13808121248,49:17.0,,
广元市,利州区,利州区人民医院,广元市利州区宝轮镇三江大道西段 71号,13881289701,49:17.0,,
广元市,利州区,利州区中医医院,广元市利州区宝轮镇水电路212号,13981289213,49:17.0,,
广元市,利州区,利州区第二人民医院,广元市利州区三堆镇场镇,13881201758,49:17.0,,
广元市,利州区,广元湘康医院,利州区南河西安路1号,15883906663,49:17.0,,
广元市,昭化区,广元市昭化区人民医院,广元市昭化区元坝镇杏林街32号,15908328861,49:17.0,,
广元市,昭化区,广元市昭化区中医医院,广元市昭化区元坝镇光华村一社,13981229665,49:17.0,,
广元市,昭化区,广元市昭化区妇幼保健院,广元市昭化区元坝镇葭萌路349号,18111770178,49:17.0,,
广元市,旺苍县,旺苍县中医院,广元市旺苍县东河镇兴旺大道177号,13881204390,49:17.0,,
广元市,旺苍县,旺苍县人民医院,广元市旺苍县东河镇新华街471号,15883522386,49:17.0,,
广元市,旺苍县,旺苍县妇幼保健院,广元市旺苍县东河镇环城北路（清江怡苑对面）,15183952313,49:17.0,,
广元市,旺苍县,旺苍县白水镇中心卫生院,广元市旺苍县白水镇场镇,17760498444,49:17.0,,
广元市,旺苍县,旺苍县嘉川镇中心卫生院,广元市旺苍县嘉川镇场镇,13981282677,49:17.0,,
广元市,苍溪县,苍溪县人民医院,广元市苍溪县陵江镇兴贤街12号,13881256281,49:17.0,,
广元市,苍溪县,苍溪县中医院,广元市苍溪县陵江镇江南干道二段 123号,18781216607,49:17.0,,
广元市,苍溪县,苍溪县妇幼保健院,广元市苍溪县陵江镇人民东街91号,13881236296,49:17.0,,
广元市,苍溪县,苍溪县第二人民医院,广元市苍溪县陵江镇嘉陵路西段266号,15082811001,49:17.0,,
广元市,苍溪县,苍溪县精神卫生中心,广元市苍溪县云峰镇五里场210号,13981267570,49:17.0,,
广元市,苍溪县,苍溪县陵江镇中心卫生院,广元市苍溪县陵江镇人民东街183号,13981267181,49:17.0,,
广元市,苍溪县,苍溪县文昌镇中心卫生院,广元市苍溪县文昌镇纪红街二号,13881257567,49:17.0,,
广元市,苍溪县,苍溪县歧坪镇中心卫生院,广元市苍溪县歧评镇龙门路上段20号,18080732782,49:17.0,,
广元市,苍溪县,苍溪县东溪镇中心卫生院,广元市苍溪县东溪镇人民北路西段 17号,18089566748,49:17.0,,
广元市,苍溪县,苍溪县五龙镇中心卫生院,广元市苍溪县五龙镇五龙场北段38号,15908426175,49:17.0,,
广元市,苍溪县,苍溪瑞祥医院,广元市苍溪县陵江镇银杏大道中段,15883996553,49:17.0,,
广元市,苍溪县,苍溪康复医院,广元市苍溪县陵江镇北门沟西街42号,13981236280,49:17.0,,
广元市,苍溪县,苍溪县社保医院,广元市苍溪县陵江镇解放路西段403号,13547164864,49:17.0,,
广元市,剑阁县,剑阁县人民医院,广元市剑阁县普安镇城北路58号,13981283960,49:17.0,,
广元市,剑阁县,剑阁县中医院,广元市剑阁县普安镇闻溪路6号,13881291618,49:17.0,,
广元市,剑阁县,剑阁县妇幼保健院,广元市剑阁县城北镇三江口,13981213989,49:17.0,,
广元市,剑阁县,剑阁县开封镇中心卫生院,广元市剑阁县开封镇中心街15号,18783466831,49:17.0,,
广元市,剑阁县,剑阁县元山镇中心卫生院,广元市剑阁县元山镇福音街167号,18981221076,49:17.0,,
广元市,剑阁县,剑阁县白龙镇中心卫生院,广元市剑阁县白龙镇龙洞街98号,13684353799,49:17.0,,
广元市,剑阁县,剑阁县武连镇中心卫生院,广元市剑阁县武连镇卫生巷10号,15892289818,49:17.0,,
广元市,剑阁县,剑阁县公兴镇中心卫生院,广元市剑阁县公兴镇剑南街96号,15181383920,49:17.0,,
广元市,剑阁县,剑阁县剑门关镇中心卫生院,广元市剑阁县剑门关镇雄关大道一段 14号,13981273791,49:17.0,,
广元市,剑阁县,剑阁县江口镇中心卫生院,广元市剑阁县江口镇凤翅街10号,13981271878,49:17.0,,
广元市,剑阁县,剑阁县柳沟镇中心卫生院,广元市剑阁县柳沟场迎宾街1号,18683905399,49:17.0,,
广元市,剑阁县,剑阁县普安镇中心卫生院,广元市剑阁县普安镇新街8号,15775503401,49:17.0,,
广元市,剑阁县,剑阁县鹤岭镇中心卫生院,广元市剑阁县鹤龄镇烟灯街11号,18781239351,49:17.0,,
广元市,青川县,青川县人民医院,广元市青川县乔庄镇平安路7号,13551641800,49:17.0,,
广元市,青川县,青川县中医医院,广元市青川县乔庄镇小南街19号,15282050069,49:17.0,,
广元市,青川县,青川县妇幼保健计划服务中心,广元市青川县乔庄镇秦兴街49号,18113738138,49:17.0,,
广元市,青川县,青川县第一人民医院,广元市青川县竹园镇梁沙坝黎渊路 1号,13547164625,49:17.0,,
广元市,青川县,青川县竹园镇中心卫生院,广元市青川县竹园镇场镇龙江路64号,15984448750,49:17.0,,
广元市,青川县,青川县马鹿镇卫生院,广元市青川县马鹿场镇,13518323908,49:17.0,,
广元市,青川县,青川县房石镇中心卫生院,广元市青川县房石镇陵园路94号,13981215150,49:17.0,,
广元市,青川县,青川县关庄镇中心卫生院,广元市青川县关庄镇滨河街200号,13981205710,49:17.0,,
广元市,青川县,青川县凉水镇中心卫生院,广元市青川县凉水镇振兴街40号,15983935568,49:17.0,,
广元市,青川县,青川县青溪镇中心卫生院,广元市青川县青溪镇鹿城路9号,18981250528,49:17.0,,
广元市,青川县,青川县乐安寺乡卫生院,广元市青川县乐安镇场镇,13568965330,49:17.0,,
广元市,青川县,青川县沙州镇中心卫生院,广元市青川县沙州镇人民街2号,13881215079,49:17.0,,
广元市,朝天区,朝天区人民医院,广元市朝天区朝天镇明月大道2段64号,13981270378,49:17.0,,
广元市,朝天区,朝天区中医医院,广元市朝天区朝天镇德胜街102号,13981254547,49:17.0,,
广元市,朝天区,朝天区妇幼保健计划生育服务中心,广元市朝天区朝天镇飞霞路39号,13320730372,49:17.0,,
广元市,朝天区,朝天区曾家中心卫生院,广元市朝天区曾家镇商业街38号,15883961858,49:17.0,,
广元市,朝天区,朝天区羊木中心卫生院,广元市朝天区羊木镇九龙路311号,13881211762,49:17.0,,
遂宁市,船山区,遂宁市中心医院,遂宁市船山区德胜西路127号,0825-2292105,49:17.0,,
遂宁市,船山区,遂宁市中医院,遂宁市和平西路68号、遂宁市天峰街73号,0825-2250030,49:17.0,,
遂宁市,船山区,遂宁市第一人民医院,船山区油房街22号,0825-2214919,49:17.0,,
遂宁市,船山区,遂宁市第三人民医院,遂州中路162号,13619087585,49:17.0,,
遂宁市,船山区,船山区仁里镇中心卫生院,仁里镇灵泉路106号,0825-2915178,49:17.0,,
遂宁市,船山区,船山区第一人民医院,遂宁市船山区永兴镇新建街19号,0825-2811120,49:17.0,,
遂宁市,船山区,船山区唐家乡卫生院,唐家乡正街2号,0825-2893120,49:17.0,,
遂宁市,船山区,船山区河沙镇卫生院,船山区河沙镇栖凤街174号,0825-2816190,49:17.0,,
遂宁市,船山区,船山区龙凤镇复桥卫生院,龙凤镇复兴上街76号,0825-2950120,49:17.0,,
遂宁市,船山区,船山区老池镇卫生院,老池镇文静街17号,0825-2828010,49:17.0,,
遂宁市,船山区,船山区妇幼保健院,凯旋中路223号,13882588932,49:17.0,,
遂宁市,船山区,船山区龙凤镇卫生院,遂宁市船山区兴文路323号,15828882597,49:17.0,,
遂宁市,射洪市,射洪市人民医院,射洪县广寒路29号,0825-6621105,49:17.0,,
遂宁市,射洪市,射洪市中医院,射洪市太和街道美丰大道239号,0825-6668163,49:17.0,,
遂宁市,射洪市,射洪市太乙中心卫生院,太乙镇人民村66号,13408158303,49:17.0,,
遂宁市,射洪市,射洪市金华中心卫生院,射洪市金华镇江西街38号,0825-6788487,49:17.0,,
遂宁市,射洪市,精神卫生中心,射洪市大榆镇夏家巷15号,13882538647,49:17.0,,
遂宁市,射洪市,射洪市复兴中心卫生院,射洪市复兴镇商业街178号,0825-6722120,49:17.0,,
遂宁市,射洪市,射洪市青岗中心卫生院,射洪市青岗镇新街46号,0825-6745106,49:17.0,,
遂宁市,射洪市,射洪市仁和中心卫生院,射洪市仁和镇仁和大道61号,13598715270,49:17.0,,
遂宁市,射洪市,射洪市瞿河镇卫生院,射洪市瞿河镇邮政街6号,0825-6762051,49:17.0,,
遂宁市,射洪市,射洪市康复保健医院,射洪市太和大道北段684号,15082579539,49:17.0,,
遂宁市,射洪市,射洪市武安镇陈古卫生院,射洪市武安镇玉皇社区105号,0825-6738029,49:17.0,,
遂宁市,射洪市,射洪市曹碑镇卫生院,射洪市曹碑镇文化街88号,0825-6772368,49:17.0,,
遂宁市,射洪市,射洪市青堤卫生院,射洪市沱牌镇青堤目连上街145号,0825-6750088,49:17.0,,
遂宁市,射洪市,射洪市红十字医院（射洪市武安中心卫生院）,射洪市虹桥路30号,15982565988,49:17.0,,
遂宁市,射洪市,射洪市太和街道城东社区卫生服务中心,射洪市解放上街136号,15828875778,49:17.0,,
遂宁市,射洪市,射洪市洋溪中心卫生院,射洪市洋溪镇正街4号,0825-6755373,49:17.0,,
遂宁市,射洪市,射洪市沱牌中心卫生院,射洪市沱牌镇花园街120号,0825-6766177,49:17.0,,
遂宁市,射洪市,射洪市金家镇凤来卫生院,射洪市金家镇凤来倪桥新区大兴路 73号,0825-6736028,49:17.0,,
遂宁市,射洪市,射洪市潼射镇卫生院,射洪市潼射镇风雷街南段,0825-6726232,49:17.0,,
遂宁市,射洪市,射洪市金家中心卫生院,射洪市金家镇华新街72号,13882539318,49:17.0,,
遂宁市,安居区,安居区人民医院,遂宁市安居区梧桐南路140号,0825-8662120,49:17.0,,
遂宁市,安居区,安居区拦江镇中心卫生院,遂宁市安居区拦江镇长兴街96号,0825-8561165,49:17.0,,
遂宁市,安居区,安居区东禅镇中心卫生院,遂宁市安居区东禅镇琼江下路84号,0825-8552120,49:17.0,,
遂宁市,安居区,安居区三家镇中心卫生院,遂宁市安居区三家镇桥头路3号,0825-8531044,49:17.0,,
遂宁市,安居区,安居区西眉镇中心卫生院,遂宁市安居区西眉镇石圣街185号,0825-8521120,49:17.0,,
遂宁市,安居区,安居区横山镇中心卫生院,遂宁市安居区横山镇横鑫街85号,0825-8581120,49:17.0,,
遂宁市,安居区,安居区白马镇中心卫生院,安居区白马镇正街29号,0825-8572120,49:17.0,,
遂宁市,安居区,安居区中兴镇卫生院,遂宁市安居区中兴镇大兴下街51号,0825-8575139,49:17.0,,
遂宁市,安居区,安居区分水镇卫生院,遂宁市安居区分水镇民兴街49号,0825-8555128,49:17.0,,
遂宁市,安居区,安居区会龙镇卫生院,遂宁市安居区会龙镇龙祥下街21号,0825-8585088,49:17.0,,
遂宁市,安居区,安居区石洞镇卫生院,遂宁市安居区石洞镇石富街1号,0825-8388589,49:17.0,,
遂宁市,安居区,安居区玉丰镇卫生院,遂宁市安居区玉丰镇玉大路20,0825-8533120,49:17.0,,
遂宁市,安居区,安居区保石镇卫生院,遂宁市安居区保石镇上街10号,0825-5830032,49:17.0,,
遂宁市,安居区,安居区磨溪镇卫生院,遂宁市安居区磨溪镇南北街上段211号,0825-8524511,49:17.0,,
遂宁市,安居区,安居区拦江镇莲花卫生院,遂宁市安居区拦江镇莲花街23号,0825-8565089,49:17.0,,
遂宁市,安居区,安居区横山镇观音卫生院,安居区观音乡横街38号,0825-8587026,49:17.0,,
遂宁市,安居区,安居区三家镇大安卫生院,遂宁市安居区三家镇大安新市街22号,0825-8536120,49:17.0,,
遂宁市,安居区,安居区聚贤镇卫生院,遂宁市安居区聚贤镇过境上街37号,0825-8549120,49:17.0,,
遂宁市,安居区,安居区西眉镇马家卫生院,遂宁市安居区西眉镇马家社区花马路 107号,0825-8381626,49:17.0,,
遂宁市,安居区,遂宁市安居区常理镇卫生院,遂宁市安居区常理镇常乐街67号,0825-8589120,49:17.0,,
遂宁市,安居区,遂宁市安居区步云乡卫生院,遂宁市安居区白马镇雾盐井社区94号,0825-8537120,49:17.0,,
遂宁市,安居区,遂宁市安居区柔刚社区卫生服务中心,遂宁市安居区安居体育馆南侧,0825-8388660,49:17.0,,
遂宁市,安居区,遂宁安居新安医院,遂宁市安居区安居大道中段181,0825-8666120,49:17.0,,
遂宁市,蓬溪县,蓬溪县赤城中心卫生院,蓬溪县赤城镇中河街115号,0825-5428675,49:17.0,,
